title	pub_year	authors	journal	abstract	url	num_citations
Intrinsically disordered regions direct transcription factor in vivo binding specificity	2020.0	['Sagie Brodsky', 'Tamar Jana', 'Karin Mittelman', 'Michal Chapal', 'Divya Krishna Kumar', 'Miri Carmi', 'Naama Barkai']	Molecular cell	Transcription factors (TFs) that bind common DNA motifs in vitro occupy distinct sets of promoters in vivo, raising the question of how binding specificity is achieved. TFs are enriched with intrinsically disordered regions (IDRs). Such regions commonly form promiscuous interactions, yet their unique properties might also benefit specific binding-site selection. We examine this using Msn2 and Yap1, TFs of distinct families that contain long IDRs outside their DNA-binding domains. We find that these IDRs are both necessary and sufficient for localizing to the majority of target promoters. This IDR-directed binding does not depend on any localized domain but results from a multitude of weak determinants distributed throughout the entire IDR sequence. Furthermore, IDR specificity is conserved between distant orthologs, suggesting direct interaction with multiple promoters. We propose that distribution of sensing …	https://www.sciencedirect.com/science/article/pii/S109727652030352X	79
Strategy of transcription regulation in the budding yeast	2007.0	['Sagi Levy', 'Jan Ihmels', 'Miri Carmi', 'Adina Weinberger', 'Gilgi Friedlander', 'Naama Barkai']	Plos one	Cells must adjust their gene expression in order to compete in a constantly changing environment. Two alternative strategies could in principle ensure optimal coordination of gene expression with physiological requirements. First, characters of the internal physiological state, such as growth rate, metabolite levels, or energy availability, could be feedback to tune gene expression. Second, internal needs could be inferred from the external environment, using evolutionary-tuned signaling pathways. Coordination of ribosomal biogenesis with the requirement for protein synthesis is of particular importance, since cells devote a large fraction of their biosynthetic capacity for ribosomal biogenesis. To define the relative contribution of internal vs. external sensing to the regulation of ribosomal biogenesis gene expression in yeast, we subjected S. cerevisiae cells to conditions which decoupled the actual vs. environmentally-expected growth rate. Gene expression followed the environmental signal according to the expected, but not the actual, growth rate. Simultaneous monitoring of gene expression and growth rate in continuous cultures further confirmed that ribosome biogenesis genes responded rapidly to changes in the environments but were oblivious to longer-term changes in growth rate. Our results suggest that the capacity to anticipate and prepare for environmentally-mediated changes in cell growth presented a major selection force during yeast evolution.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000250	79
The competitive advantage of a dual-transporter system	2011.0	['Sagi Levy', 'Moshe Kafri', 'Miri Carmi', 'Naama Barkai']	Science	Cells use transporters of different affinities to regulate nutrient influx. When nutrients are depleted, low-affinity transporters are replaced by high-affinity ones. High-affinity transporters are helpful when concentrations of nutrients are low, but the advantage of reducing their abundance when nutrients are abundant is less clear. When we eliminated such reduced production of the Saccharomyces cerevisiae high-affinity transporters for phosphate and zinc, the elapsed time from the initiation of the starvation program until the lack of nutrients limited growth was shortened, and recovery from starvation was delayed. The latter phenotype was rescued by constitutive activation of the starvation program. Dual-transporter systems appear to prolong preparation for starvation and to facilitate subsequent recovery, which may optimize sensing of nutrient depletion by integrating internal and external information about nutrient …	https://www.science.org/doi/abs/10.1126/science.1207154	78
Linking the signaling cascades and dynamic regulatory networks controlling stress responses	2013.0	['Anthony Gitter', 'Miri Carmi', 'Naama Barkai', 'Ziv Bar-joseph']	Genome research	Accurate models of the cross-talk between signaling pathways and transcriptional regulatory networks within cells are essential to understand complex response programs. We present a new computational method that combines condition-specific time-series expression data with general protein interaction data to reconstruct dynamic and causal stress response networks. These networks characterize the pathways involved in the response, their time of activation, and the affected genes. The signaling and regulatory components of our networks are linked via a set of common transcription factors that serve as targets in the signaling network and as regulators of the transcriptional response network. Detailed case studies of stress responses in budding yeast demonstrate the predictive power of our method. Our method correctly identifies the core signaling proteins and transcription factors of the response programs. It …	https://genome.cshlp.org/content/23/2/365.short	77
The pattern and evolution of yeast promoter bendability	2007.0	['Itay Tirosh', 'Judith Berman', 'Naama Barkai']		In Saccharomyces cerevisiae, transcription factor binding sites are found preferentially ∼100–200 bp upstream of the start codon. Here, we show that this region is associated with rigid DNA in promoters lacking a TATA box, but not in TATA-containing promoters. The association of rigid DNA with transcription factor binding sites is conserved in TATA-less promoters from 11 yeast species, whereas the position of the rigid DNA varies substantially among species. Rigid DNA could influence nucleosome positioning and assist in the assembly of the transcriptional machinery at TATA-less promoters.	https://www.sciencedirect.com/science/article/pii/S0168952507001187	77
Scaling morphogen gradients during tissue growth by a cell division rule	2014.0	['Inna Averbukh', 'Danny Ben-zvi', 'Siddhartha Mishra', 'Naama Barkai']	Development	Morphogen gradients guide the patterning of tissues and organs during the development of multicellular organisms. In many cases, morphogen signaling is also required for tissue growth. The consequences of this interplay between growth and patterning are not well understood. In the Drosophila wing imaginal disc, the morphogen Dpp guides patterning and is also required for tissue growth. In particular, it was recently reported that cell division in the disc correlates with the temporal increase in Dpp signaling. Here we mathematically model morphogen gradient formation in a growing tissue, accounting also for morphogen advection and dilution. Our analysis defines a new scaling mechanism, which we term the morphogen-dependent division rule (MDDR): when cell division depends on the temporal increase in morphogen signaling, the morphogen gradient scales with the growing tissue size, tissue growth …	https://journals.biologists.com/dev/article-abstract/141/10/2150/46008	76
MRC1-dependent scaling of the budding yeast DNA replication timing program	2010.0	['Amnon Koren', 'Ilya Soifer', 'Naama Barkai']	Genome research	We describe the DNA replication timing programs of 14 yeast mutants with an extended S phase identified by a novel genome-wide screen. These mutants are associated with the DNA replication machinery, cell-cycle control, and dNTP synthesis and affect different parts of S phase. In 13 of the mutants, origin activation time scales with the duration of S phase. A limited number of origins become inactive in these strains, with inactive origins characterized by small replicons and distributed throughout S phase. In sharp contrast, cells deleted of MRC1, a gene implicated in replication fork stabilization and in the replication checkpoint pathway, maintained wild-type firing times despite over twofold lengthening of S phase. Numerous dormant origins were activated in this mutant. Our data suggest that most perturbations that lengthen S phase affect the entire program of replication timing, rather than a specific subset of …	https://genome.cshlp.org/content/20/6/781.short	76
Widespread remodeling of mid-coding sequence nucleosomes by Isw1	2010.0	['Itay Tirosh', 'Nadejda Sigal', 'Naama Barkai']	Genome biology	The positions of nucleosomes along eukaryotic DNA are defined by the local DNA sequence and are further tuned by the activity of chromatin remodelers. While the genome-wide effect of most remodelers has not been described, recent studies in Saccharomyces cerevisiae have shown that Isw2 prevents ectopic expression of anti-sense and suppressed transcripts at gene ends. We examined the genome-wide function of the Isw2 homologue, Isw1, by mapping nucleosome positioning in S. cerevisiae and Saccharomyces paradoxus strains deleted of ISW1. We found that Isw1 functions primarily within coding regions of genes, consistent with its putative role in transcription elongation. Upon deletion of ISW1, mid-coding nucleosomes were shifted upstream (towards the 5' ends) in about half of the genes. Isw1-dependent shifts were correlated with trimethylation of H3K79 and were enriched at genes with internal cryptic initiation sites. Our results suggest a division of labor between Isw1 and Isw2, whereby Isw2 maintains repressive chromatin structure at gene ends while Isw1 has a similar function at mid-coding regions. The differential specificity of the two remodelers may be specified through interactions with particular histone marks.	https://genomebiology.biomedcentral.com/articles/10.1186/gb-2010-11-5-r49	76
Robust generation and decoding of morphogen gradients	2009.0	['Naama Barkai', 'Ben-zion Shilo']		Morphogen gradients play a key role in multiple differentiation processes. Both the formation of the gradient and its interpretation by the receiving cells need to occur at high precision to ensure reproducible patterning. This need for quantitative precision is challenged by fluctuations in the environmental conditions and by variations in the genetic makeup of the developing embryos. We discuss mechanisms that buffer morphogen profiles against variations in gene dosage. Self-enhanced morphogen degradation and pre-steady-state decoding provide general means for buffering the morphogen profile against fluctuations in morphogen production rate. A more specific “shuttling” mechanism, which establishes a sharp and robust activation profile of a widely expressed morphogen, and enables the adjustment of morphogen profile with embryo size, is also described. Finally, we consider the transformation of the …	https://cshperspectives.cshlp.org/content/1/5/a001990.short	75
Modulation of the transcription regulatory program in yeast cells committed to sporulation	2006.0	['Gilgi Friedlander', 'Daphna Joseph-strauss', 'Miri Carmi', 'Drora Zenvirth', 'Giora Simchen', 'Naama Barkai']	Genome biology	Meiosis in budding yeast is coupled to the process of sporulation, where the four haploid nuclei are packaged into a gamete. This differentiation process is characterized by a point of transition, termed commitment, when it becomes independent of the environment. Not much is known about the mechanisms underlying commitment, but it is often assumed that positive feedback loops stabilize the underlying gene-expression cascade. We describe the gene-expression program of committed cells. Sporulating cells were transferred back to growth medium at different stages of the process, and their transcription response was characterized. Most sporulation-induced genes were immediately downregulated upon transfer, even in committed cells that continued to sporulate. Focusing on the metabolic-related transcription response, we observed that pre-committed cells, as well as mature spores, responded to the transfer to growth medium in essentially the same way that vegetative cells responded to glucose. In contrast, committed cells elicited a dramatically different response. Our results suggest that cells ensure commitment to sporulation not by stabilizing the process, but by modulating their gene-expression program in an active manner. This unique transcriptional program may optimize sporulation in an environment-specific manner.	https://genomebiology.biomedcentral.com/articles/10.1186/gb-2006-7-3-r20	74
Evaluating putative mechanisms of the mitotic spindle checkpoint	2005.0	['Andreas Doncic', 'Eshel Ben-jacob', 'Naama Barkai']	Proceedings of the national academy of sciences	The mitotic spindle checkpoint halts the cell cycle until all chromosomes are attached to the mitotic spindles. Evidence suggests that the checkpoint prevents cell-cycle progression by inhibiting the activity of the APC-Cdc20 complex, but the precise mechanism underlying this inhibition is not yet known. Here, we use mathematical modeling to compare several mechanisms that could account for this inhibition. We describe the interplay between the capacities to strongly inhibit cell-cycle progression before spindle attachment on one hand and to rapidly resume cell-cycle progression once the last kinetochore is attached on the other hand. We find that inhibition that is restricted to the kinetochore region is not sufficient for supporting both requirements when realistic diffusion constants are considered. A mechanism that amplifies the checkpoint signal through autocatalyzed inhibition is also insufficient. In contrast …	https://www.pnas.org/content/102/18/6332.short	74
Error minimization in lateral inhibition circuits	2010.0	['Omer Barad', 'Dalia Rosin', 'Eran Hornstein', 'Naama Barkai']	Science signaling	The pattern of the sensory bristles in the fruit fly Drosophila is remarkably reproducible. Each bristle arises from a sensory organ precursor (SOP) cell that is selected, through a lateral inhibition process, from a cluster of proneural cells. Although this process is well characterized, the mechanism ensuring its robustness remains obscure. Using probabilistic modeling, we defined the sources of error in SOP selection and examined how they depend on the underlying molecular circuit. We found that rapid inhibition of the neural differentiation of nonselected cells, coupled with high cell-to-cell variability in the timing of selection, is crucial for accurate SOP selection. Cell-autonomous interactions (cis interactions) between the Notch receptor and its ligands Delta or Serrate facilitate accurate SOP selection by shortening the effective delay between the time when the inhibitory signal is initiated in one cell and the time when it …	https://www.science.org/doi/abs/10.1126/scisignal.2000857	72
Evolution of gene sequence and gene expression are not correlated in yeast	2008.0	['Itay Tirosh', 'Naama Barkai']		We show that, in yeast, the divergence rate of gene expression is not correlated with that of its associated coding sequence. Gene essentiality influences both modes of evolution, but other properties related to protein structure or promoter composition are only correlated with coding-sequence divergence or gene expression divergence, respectively. Based on these findings, we discuss the possibilities of neutral evolution of gene expression and of different modes of evolution in unicellular versus multicellular organisms.	https://www.sciencedirect.com/science/article/pii/S016895250800005X	71
The design of transcription-factor binding sites is affected by combinatorial regulation	2005.0	['Yonatan Bilu', 'Naama Barkai']	Genome biology	Transcription factors regulate gene expression by binding to specific cis-regulatory elements in gene promoters. Although DNA sequences that serve as transcription-factor binding sites have been characterized and associated with the regulation of numerous genes, the principles that govern the design and evolution of such sites are poorly understood. Using the comprehensive mapping of binding-site locations available in Saccharomyces cerevisiae, we examined possible factors that may have an impact on binding-site design. We found that binding sites tend to be shorter and fuzzier when they appear in promoter regions that bind multiple transcription factors. We further found that essential genes bind relatively fewer transcription factors, as do divergent promoters. We provide evidence that novel binding sites tend to appear in specific promoters that are already associated with multiple sites. Two principal …	https://link.springer.com/article/10.1186/gb-2005-6-12-r103	71
Systematic identification of cell size regulators in budding yeast	2014.0	['Ilya Soifer', 'Naama Barkai']	Molecular systems biology	Cell size is determined by a complex interplay between growth and division, involving multiple cellular pathways. To identify systematically processes affecting size control in G1 in budding yeast, we imaged and analyzed the cell cycle of millions of individual cells representing 591 mutants implicated in size control. Quantitative metric distinguished mutants affecting the mechanism of size control from the majority of mutants that have a perturbed size due to indirect effects modulating cell growth. Overall, we identified 17 negative and dozens positive size control regulators, with the negative regulators forming a small network centered on elements of mitotic exit network. Some elements of the translation machinery affected size control with a notable distinction between the deletions of parts of small and large ribosomal subunit: parts of small ribosomal subunit tended to regulate size control, while parts of the large …	https://www.embopress.org/doi/abs/10.15252/msb.20145345	67
Chromatin regulators as capacitors of interspecies variations in gene expression	2010.0	['Itay Tirosh', 'Sharon Reikhav', 'Nadejda Sigal', 'Yael Assia', 'Naama Barkai']	Molecular systems biology	Gene expression varies widely between closely related species and strains, yet the genetic basis of most differences is still unknown. Several studies suggested that chromatin regulators have a key role in generating expression diversity, predicting a reduction in the interspecies differences on deletion of genes that influence chromatin structure or modifications. To examine this, we compared the genome‐wide expression profiles of two closely related yeast species following the individual deletions of eight chromatin regulators and one transcription factor. In all cases, regulator deletions increased, rather than decreased, the expression differences between the species, revealing hidden genetic variability that was masked in the wild‐type backgrounds. This effect was not observed for individual deletions of 11 enzymes involved in central metabolic pathways. The buffered variations were associated with trans …	https://www.embopress.org/doi/abs/10.1038/msb.2010.84	60
Spore germination in Saccharomyces cerevisiae: global gene expression patterns and cell cycle landmarks	2007.0	['Daphna Joseph-strauss', 'Drora Zenvirth', 'Giora Simchen', 'Naama Barkai']	Genome biology	Spore germination in the yeast Saccharomyces cerevisiae is a process in which non-dividing haploid spores re-enter the mitotic cell cycle and resume vegetative growth. To study the signals and pathways underlying spore germination we examined the global changes in gene expression and followed cell-cycle and germination markers during this process. We find that the germination process can be divided into two distinct stages. During the first stage, the induced spores respond only to glucose. The transcription program during this stage recapitulates the general transcription response of yeast cells to glucose. Only during the second phase are the cells able to sense and respond to other nutritional components in the environment. Components of the mitotic machinery are involved in spore germination but in a distinct pattern. In contrast to the mitotic cell cycle, growth-related events during germination are not …	https://link.springer.com/article/10.1186/gb-2007-8-11-r241	58
Comparative biology: beyond sequence analysis	2007.0	['Itay Tirosh', 'Yonatan Bilu', 'Naama Barkai']		Comparative analysis is a fundamental tool in biology. Conservation among species greatly assists the detection and characterization of functional elements, whereas inter-species differences are probably the best indicators of biological adaptation. Traditionally, comparative approaches were applied to the analysis of genomic sequences. With the growing availability of functional genomic data, comparative paradigms are now being extended also to the study of other functional attributes, most notably the gene expression. Here we review recent works applying comparative analysis to large-scale gene expression datasets and discuss the central principles and challenges of such approaches.	https://www.sciencedirect.com/science/article/pii/S0958166907000857	57
Self-organized shuttling: generating sharp dorsoventral polarity in the early Drosophila embryo	2012.0	['Michal Haskel-ittah', 'Danny Ben-zvi', 'Merav Branski-arieli', 'Eyal D Schejter', 'Ben-zion Shilo', 'Naama Barkai']	Cell	Morphogen gradients pattern tissues and organs during development. When morphogen production is spatially restricted, diffusion and degradation are sufficient to generate sharp concentration gradients. It is less clear how sharp gradients can arise within the source of a broadly expressed morphogen. A recent solution relies on localized production of an inhibitor outside the domain of morphogen production, which effectively redistributes (shuttles) and concentrates the morphogen within its expression domain. Here, we study how a sharp gradient is established without a localized inhibitor, focusing on early dorsoventral patterning of the Drosophila embryo, where an active ligand and its inhibitor are concomitantly generated in a broad ventral domain. Using theory and experiments, we show that a sharp Toll activation gradient is produced through “self-organized shuttling,” which dynamically relocalizes inhibitor …	https://www.sciencedirect.com/science/article/pii/S0092867412009270	53
Coordination of gene expression with growth rate: a feedback or a feed-forward strategy?	2009.0	['Sagi Levy', 'Naama Barkai']		In the budding yeast, a large fraction of genes is coordinately regulated with growth rate. We argue that this correlation does not reflect a direct feedback from growth rate to gene expression. Rather, what appears to be a response to growth rate is dominated by environmental sensing. External parameters, such as nutrition or temperature, feed-forward to define gene expression pattern that is tuned to the evolutionary-predicted growth rate. While such a feed-forward strategy requires fine-tuning of signaling mechanisms, and is limited in the range of environments that can be monitored, it enables advanced preparation to physiological changes that predictably occur following environmental switching. The capacity to anticipate and prepare for changing conditions was probably a major selection force during yeast evolution.	https://www.sciencedirect.com/science/article/pii/S0014579309008631	53
Chromatin dynamics during DNA replication	2016.0	['Raz Bar-ziv', 'Yoav Voichek', 'Naama Barkai']	Genome research	Chromatin is composed of DNA and histones, which provide a unified platform for regulating DNA-related processes, mostly through their post-translational modification. During DNA replication, histone arrangement is perturbed, first to allow progression of DNA polymerase and then during repackaging of the replicated DNA. To study how DNA replication influences the pattern of histone modification, we followed the cell-cycle dynamics of 10 histone marks in budding yeast. We find that histones deposited on newly replicated DNA are modified at different rates: While some marks appear immediately upon replication (e.g., H4K16ac, H3K4me1), others increase with transcription-dependent delays (e.g., H3K4me3, H3K36me3). Notably, H3K9ac was deposited as a wave preceding the replication fork by ∼5–6 kb. This replication-guided H3K9ac was fully dependent on the acetyltransferase Rtt109, while expression …	https://genome.cshlp.org/content/26/9/1245.short	49
‘Big frog, small frog’– maintaining proportions in embryonic development: Delivered on 2 July 2008 at the 33rd FEBS Congress in Athens, Greece	2009.0	['Naama Barkai', 'Danny Ben‐zvi']	The febs journal	We discuss mechanisms that enable the scaling of pattern with size during the development of multicellular organisms. Recently, we analyzed scaling in the context of the early Xenopus embryo, focusing on the determination of the dorsal–ventral axis by a gradient of BMP activation. The ability of this system to withstand extreme perturbation was exemplified in classical experiments performed by Hans Spemann in the early 20th century. Quantitative analysis revealed that patterning is governed by a noncanonical ‘shuttling‐based’ mechanism, and defined the feedback enabling the scaling of pattern with size. Robust scaling is due to molecular implementation of an integral‐feedback controller, which adjusts the width of the BMP morphogen gradient with the size of the system. We present an ‘expansion–repression’ feedback topology which generalizes this concept for a wider range of patterning systems, providing …	https://febs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-4658.2008.06854.x	44
Conservation of expression and sequence of metabolic genes is reflected by activity across metabolic states	2006.0	['Yonatan Bilu', 'Tomer Shlomi', 'Naama Barkai', 'Eytan Ruppin']	Plos computational biology	Variation in gene expression levels on a genomic scale has been detected among different strains, among closely related species, and within populations of genetically identical cells. What are the driving forces that lead to expression divergence in some genes and conserved expression in others? Here we employ flux balance analysis to address this question for metabolic genes. We consider the genome-scale metabolic model of Saccharomyces cerevisiae, and its entire space of optimal and near-optimal flux distributions. We show that this space reveals underlying evolutionary constraints on expression regulation, as well as on the conservation of the underlying gene sequences. Genes that have a high range of optimal flux levels tend to display divergent expression levels among different yeast strains and species. This suggests that gene regulation has diverged in those parts of the metabolic network that are less constrained. In addition, we show that genes that are active in a large fraction of the space of optimal solutions tend to have conserved sequences. This supports the possibility that there is less selective pressure to maintain genes that are relevant for only a small number of metabolic states.	https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.0020106	43
Computational verification of protein-protein interactions by orthologous co-expression	2005.0	['Itay Tirosh', 'Naama Barkai']	Bmc bioinformatics	High-throughput methods identify an overwhelming number of protein-protein interactions. However, the limited accuracy of these methods results in the false identification of many spurious interactions. Accordingly, the resulting interactions are regarded as hypothetical and computational methods are needed to increase their confidence. Several methods have recently been suggested for this purpose including co-expression as a confidence measure for interacting proteins, but their performance is still quite poor. We introduce a novel computational method for verification of protein-protein interactions based on the co-expression of orthologs of interacting partners. The performance of our method is analysed using known S. cerevisiae interactions, and is shown to overcome limitations of previous methods. We present specific examples of known and putative interactions that are detected by our method and not by …	https://link.springer.com/article/10.1186/1471-2105-6-40	43
Robust selection of sensory organ precursors by the Notch–Delta pathway	2011.0	['Omer Barad', 'Eran Hornstein', 'Naama Barkai']		The patterning of multicellular organisms is robust to environmental, genetic, or stochastic fluctuations. Mathematical modeling is instrumental in identifying mechanisms supporting this robustness. The principle of lateral inhibition, whereby a differentiating cell inhibits its neighbors from adopting the same fate, is frequently used for selecting a single cell out of a cluster of equipotent cells. For example, Sensory Organ Precursors (SOP) in the fruit-fly Drosophila implement lateral inhibition by activating the Notch–Delta pathway. We discuss parameters affecting the rate of errors in this process, and the mechanism (inhibitory cis interaction between Notch and Delta) predicted to reduce this error.	https://www.sciencedirect.com/science/article/pii/S0955067411001219	41
Creating gradients by morphogen shuttling	2013.0	['Ben-zion Shilo', 'Michal Haskel-ittah', 'Danny Ben-zvi', 'Eyal D Schejter', 'Naama Barkai']		Morphogen gradients are used to pattern a field of cells according to variations in the concentration of a signaling molecule. Typically, the morphogen emanates from a confined group of cells. During early embryogenesis, however, the ability to define a restricted source for morphogen production is limited. Thus, various early patterning systems rely on a broadly expressed morphogen that generates an activation gradient within its expression domain. Computational and experimental work has shed light on how a sharp and robust gradient can be established under those situations, leading to a mechanism termed ‘morphogen shuttling’. This mechanism relies on an extracellular shuttling molecule that forms an inert, highly diffusible complex with the morphogen. Morphogen release from the complex following cleavage of the shuttling molecule by an extracellular protease leads to the accumulation of free ligand at …	https://www.sciencedirect.com/science/article/pii/S0168952513000024	40
Dynamic lineage priming is driven via direct enhancer regulation by ERK	2019.0	['William B Hamilton', 'Yaron Mosesson', 'Rita S Monteiro', 'Kristina B Emdal', 'Teresa E Knudsen', 'Chiara Francavilla', 'Naama Barkai', 'Jesper V Olsen', 'Joshua M Brickman']	Nature	Central to understanding cellular behaviour in multi-cellular organisms is the question of how a cell exits one transcriptional state to adopt and eventually become committed to another. Fibroblast growth factor-extracellular signal-regulated kinase (FGF-ERK) signalling drives differentiation of mouse embryonic stem cells (ES cells) and pre-implantation embryos towards primitive endoderm, and inhibiting ERK supports ES cell self-renewal 1. Paracrine FGF–ERK signalling induces heterogeneity, whereby cells reversibly progress from pluripotency towards primitive endoderm while retaining their capacity to re-enter self-renewal 2. Here we find that ERK reversibly regulates transcription in ES cells by directly affecting enhancer activity without requiring a change in transcription factor binding. ERK triggers the reversible association and disassociation of RNA polymerase II and associated co-factors from genes and …	https://www.nature.com/articles/s41586-019-1732-z	38
Re-examining the stability of the Bicoid morphogen gradient	2008.0	['Sven Bergmann', 'Zvi Tamari', 'Eyal Schejter', 'Ben-zion Shilo', 'Naama Barkai']	Cell	In a recent pair of papers published in Cell, Gregor et al. provide an unprecedented glimpse into the dynamics of Bicoid (Bcd), a classical morphogen whose graded distribution along the anterior-posterior axis of the Drosophila embryo provides a key polarity cue guiding embryonic patterning (	https://www.cell.com/fulltext/S0092-8674(07)01695-9	37
Robust amplification in adaptive signal transduction networks	2001.0	['Naama Barkai', 'Uri Alon', 'Stanislas Leibler']	Comptes rendus de l'académie des sciences-series iv-physics-astrophysics	Amplification of small changes in input signals is an essential feature of many biological signal transduction systems. An important problem is how sensitivity amplification can be reconciled with wide dynamic range of response. Here a general molecular mechanism is proposed, in which both high amplification and wide dynamic range of a sensory system is obtained, and this without fine-tuning of biochemical parameters. The amplification mechanism is based on inhibition of the enzymatic activity of the sensory complex. As an example, we show how this ‘inhibition-driven amplification’ mechanism might function in the bacterial chemotaxis network, where it could explain several intriguing experimental observations connected with the existence of high gain, wide dynamic range and robust adaptation.	https://www.sciencedirect.com/science/article/pii/S1296214701012306	37
Extensive divergence of yeast stress responses through transitions between induced and constitutive activation	2011.0	['Itay Tirosh', 'Koon Ho Wong', 'Naama Barkai', 'Kevin Struhl']	Proceedings of the national academy of sciences	Closely related species show a high degree of differences in gene expression, but the functional significance of these differences remains unclear. Similarly, stress responses in yeast typically involve differential expression of numerous genes, and it is unclear how many of these are functionally significant. To address these issues, we compared the expression programs of four yeast species under different growth conditions, and found that the response of these species to stress has diverged extensively. On an individual gene basis, most transcriptional responses are not conserved in any pair of species, and there are very limited common responses among all four species. We present evidence that many evolutionary changes in stress responses are compensated either (i) by the response of related genes or (ii) by changes in the basal expression levels of the genes whose responses have diverged. Thus, stress …	https://www.pnas.org/content/108/40/16693.short	36
Coupling phenotypic persistence to DNA damage increases genetic diversity in severe stress	2017.0	['Gilad Yaakov', 'David Lerner', 'Kajetan Bentele', 'Joseph Steinberger', 'Naama Barkai']	Nature ecology & evolution	Mutation rate balances the need to protect genome integrity with the advantage of evolutionary innovations. Microorganisms increase their mutation rate when stressed, perhaps addressing the growing need for evolutionary innovation. Such a strategy, however, is only beneficial under moderate stresses that allow cells to divide and realize their mutagenic potential. In contrast, severe stresses rapidly kill the majority of the population with the exception of a small minority of cells that are in a phenotypically distinct state termed persistence. Although persisters were discovered many decades ago, the stochastic event triggering persistence is poorly understood. We report that spontaneous DNA damage triggers persistence in Saccharomyces cerevisiae by activating the general stress response, providing protection against a range of harsh stress and drug environments. We further show that the persister subpopulation …	https://www.nature.com/articles/s41559-016-0016	35
The evolutionary potential of phenotypic mutations	2015.0	['Hayato Yanagida', 'Ariel Gispan', 'Noam Kadouri', 'Shelly Rozen', 'Michal Sharon', 'Naama Barkai', 'Dan S Tawfik']	Plos genetics	Errors in protein synthesis, so-called phenotypic mutations, are orders-of-magnitude more frequent than genetic mutations. Here, we provide direct evidence that alternative protein forms and phenotypic variability derived from translational errors paved the path to genetic, evolutionary adaptations via gene duplication. We explored the evolutionary origins of Saccharomyces cerevisiae IDP3 - an NADP-dependent isocitrate dehydrogenase mediating fatty acids ß-oxidation in the peroxisome. Following the yeast whole genome duplication, IDP3 diverged from a cytosolic ancestral gene by acquisition of a C-terminal peroxisomal targeting signal. We discovered that the pre-duplicated cytosolic IDPs are partially localized to the peroxisome owing to +1 translational frameshifts that bypass the stop codon and unveil cryptic peroxisomal targeting signals within the 3’-UTR. Exploring putative cryptic signals in all 3’-UTRs of yeast genomes, we found that other enzymes related to NADPH production such as pyruvate carboxylase 1 (PYC1) might be prone to peroxisomal localization via cryptic signals. Using laboratory evolution we found that these translational frameshifts are rapidly imprinted via genetic single base deletions occurring within the very same gene location. Further, as exemplified here, the sequences that promote translational frameshifts are also more prone to genetic deletions. Thus, genotypes conferring higher phenotypic variability not only meet immediate challenges by unveiling cryptic 3’-UTR sequences, but also boost the potential for future genetic adaptations.	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005445	35
Autocorrelation analysis reveals widespread spatial biases in microarray experiments	2007.0	['Amnon Koren', 'Itay Tirosh', 'Naama Barkai']	Bmc genomics	DNA microarrays provide the ability to interrogate multiple genes in a single experiment and have revolutionized genomic research. However, the microarray technology suffers from various forms of biases and relatively low reproducibility. A particular source of false data has been described, in which non-random placement of gene probes on the microarray surface is associated with spurious correlations between genes. In order to assess the prevalence of this effect and better understand its origins, we applied an autocorrelation analysis of the relationship between chromosomal position and expression level to a database of over 2000 individual yeast microarray experiments. We show that at least 60% of these experiments exhibit spurious chromosomal position-dependent gene correlations, which nonetheless appear in a stochastic manner within each experimental dataset. Using computer simulations, we show that large spatial biases caused in the microarray hybridization step and independently of printing procedures can exclusively account for the observed spurious correlations, in contrast to previous suggestions. Our data suggest that such biases may generate more than 15% false data per experiment. Importantly, spatial biases are expected to occur regardless of microarray design and over a wide range of microarray platforms, organisms and experimental procedures. Spatial biases comprise a major source of noise in microarray studies; revision of routine experimental practices and normalizations to account for these biases may significantly and comprehensively improve the quality of new as well as existing DNA microarray data.	https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-8-164	35
Inferring regulatory mechanisms from patterns of evolutionary divergence	2011.0	['Itay Tirosh', 'Naama Barkai']	Molecular systems biology	The number of sequenced species is increasing at a staggering rate, calling for new approaches for incorporating evolutionary information in the study of biological mechanisms. Evolutionary conservation is widely used for assigning a function to new proteins and for predicting functional coding or non‐coding sequences. Here, we argue for a complementary approach that focuses on the divergence of regulatory programs. Regulatory mechanisms can be learned from patterns of evolutionary divergence in regulatory properties such as gene expression, transcription factor binding or nucleosome positioning. We review examples of this concept using yeast as a model system, and highlight a hybrid‐based approach that is highly instrumental in this analysis.	https://www.embopress.org/doi/abs/10.1038/msb.2011.60	34
