title	pub_year	authors	journal	abstract	url	num_citations
Dopamine affects parvalbumin expression during cortical development in vitro	1999.0	['Linda L Porter', 'Elena Rizzo', 'Jean-pierre Hornung']	Journal of neuroscience	This study was undertaken to determine how dopamine influences cortical development. It focused on morphogenesis of GABAergic neurons that contained the calcium-binding protein parvalbumin (PV). Organotypic slices of frontoparietal cortex were taken from neonatal rats, cultured with or without dopamine, harvested daily (4–30 d), and immunostained for parvalbumin. Expression of parvalbumin occurred in the same regional and laminar sequence as in vivo. Expression in cingulate and entorhinal preceded that in lateral frontoparietal cortices. Laminar expression progressed from layer V to VI and finally II-IV. Somal labeling preceded fiber labeling by 2 d.Dopamine accelerated PV expression. In treated slices, a dense band of PV-immunoreactive neurons appeared in layer V at 7 d in vitro (DIV), and in all layers of frontoparietal cortex at 14 DIV, whereas in control slices such labeling did not appear until 14 and …	https://www.jneurosci.org/content/19/20/8990.short	61
Morphology of tyrosine hydroxylase-immunoreactive neurons in the human cerebral cortex	1989.0	['J -p Hornung', 'I Törk', 'N De Tribolet']	Experimental brain research	In freshly fixed biopsies of human cerebral cortex obtained at surgery, immunocytochemical staining with antibodies against tyrosine hydroxylase (the rate limiting biosynthetic enzyme for catecholamines) revealed, in addition to a dense axonal plexus, a population of immunoreactive cell bodies. The neuronal nature of these cells was ascertained by: i) the presence of a rich rough endoplasmic reticulum in the cell body and of synapses on the cell body and dendrites, and ii) the demonstration of the lack of reactivity with the astroglial marker, glial fibrillary acidic protein, in the tyrosine hydroxylase-immunoreactive cells. The tyrosine hydroxylase-immunoreactive neurons were found in all areas of cortex sampled, and were located almost exclusively in the infragranular layers. Most tyrosine hydroxylase-immunoreactive cells were bipolar and were vertically oriented, but a few had a multipolar or horizontal …	https://link.springer.com/article/10.1007/BF00253618	56
A direct pathway from thalamus to visual callosal neurons in cat	1980.0	['Jp Hornung', 'Lj Garey']	Experimental brain research	Horseradish peroxidase was injected in the right visual cortex and a large electrolytic lesion made in the left lateral geniculate nucleus of an adult cat. Neurons of origin of the callosal projection to the injected cortex were identified by retrograde labelling and selected for electron microscopic study. Degenerating thalamo-cortical axon terminals were found to contact a labelled stellate cell in layer IV and a labelled pyramidal cell in layer III at the border region of areas 17 and 18. We conclude that there is a monosynaptic pathway from lateral geniculate nucleus to the cells of origin of callosal axons to the contralateral visual cortex.	https://link.springer.com/article/10.1007/BF00237940	48
Distribution of GABA-containing neurons in human frontal cortex: a quantitative immunocytochemical study	1994.0	['Jean-pierre Hornung', 'N De Tribolet']	Anatomy and embryology	Fresh biopsy specimens of human cerebral cortex were collected from patients suffering from deep-seated tumors requiring resection. GABAergic neurons were revealed in 50-μm-thick sections, for pre-embedding, and 1-μm-thick sections, for post-embedding GABA immunocytochemistry. In both thick and thin sections, the reaction product was found in neuronal cell bodies and in small profiles in the neuropil. In both preparations, GABA-containing somata were distributed evenly throughout the depth of the cortex. As best appreciated in the thicker sections, GABA-immunoreactive neurons belonged to a variety of morphological cell types with multipolar, bitufted or bipolar, and horizontal dendritic arbors. In the semi-thin sections sampled in the frontal cortex, the proportion of these neurons could be accurately evaluated and was found to be 21.2%±4.8% of all cortical neurons. The average size of GABA …	https://link.springer.com/article/10.1007/BF00185772	47
Morphology and distribution of neuropeptide-containing neurons in human cerebral cortex	1992.0	['Jp Hornung', 'N De Tribolet', 'I Törk']	Neuroscience	Biopsies of human cerebral cortex were fixed by immersion and immunostained for the detection of neuropeptides in neuronal cell bodies and axons. Four neuropeptides (neuropeptide Y, somatostatin, substance P and cholecystokinin) were visualized in a series of adjacent sections. All populations of immunoreactive neurons had a morphology characteristic of interneurons, with variations in dendritic arborizations and laminar distribution. The cholecystokinin-immunoreactive neurons were most numerous in the supragranular layers, whereas neurons containing the other three peptides occurred mainly in infragranular layers, or even in neurons populating the subcortical white matter. Quantitatively, each population of neuropeptide-containing neurons accounted for 1.4–2.5% of the total neuronal population. The distribution of these neurons varied slightly between cytoarchitectonic divisions, with substance P- and …	https://www.sciencedirect.com/science/article/pii/030645229290321R	41
Raphe nuclei	2004.0	['Jean-pierre Hornung']	The human nervous system. elsevier academic press, london	The raphe nuclei constitute a collection of cell groups distributed in the midline region of the tegmentum, from the rostral midbrain to the spinal cord transition at the pyramidal tract decussation. The term raphe refers to a seam or a ridge along the midsagittal plane of the body where left and right side structures fuse or join. In the brain stem, the union of both sides along the midline region is underlined by the crossing of numerous tracts, the most prominent ones being the decussation of the superior cerebellar tract in the mesencephalon, and, in the medulla oblongata, the medial	https://books.google.com/books?hl=en&lr=&id=_Hw0LcRLwYoC&oi=fnd&pg=PA424&dq=info:-CEFnmw36KsJ:scholar.google.com&ots=fLQVDl1fmf&sig=sLGAGTHfiiCgNVqfu2yF17ibV1Y	40
Neonatal serotonin depletion affects developing and mature mouse cortical neurons	2000.0	['Jacques Durig', 'Jean-pierre Hornung']	Neuroreport	The early expression of neurotransmitters and receptors in the developing brain has brought attention to their potential contribution in modulating neuronal developmental processes. Monoamines are among the first neurotransmitter systems to develop during embryogenesis. Depletion of neocortical serotonin or catecholamine afferents with selective neurotoxins resulted in a permanent alteration of the dendritic arborization of calretinin-containing interneurons, and a transient delay of parvalbumin and calbindin expression in a number of cortical neurones during the second postnatal week. The expression pattern of other developmentally regulated proteins, such as two subunits of the GABA A receptor, was not altered. Depletion of serotonin, and in part catecholamines, appeared to perturb several developmental processes of the cerebral cortex which would interfere with both its maturation and adult circuitry.	https://journals.lww.com/neuroreport/fulltext/2000/03200/neonatal_serotonin_depletion_affects_developing.35.aspx	40
Extrathalamic ascending projections to physiologically identified fields of the cat auditory cortex	1989.0	['Em Rouiller', 'Jp Hornung', 'F De Ribaupierre']	Hearing research	The neurons of origin of ascending extrathalarnic projections to the auditory cortex were labeled retrogradely with WGA-HRP injected in physiologically identified auditory cortical fields of the cat (anterior (AAF), primary (AI), posterior (PAF) and secondary (All) fields). After injection in the tonotopically organized auditory cortical fields (AAF, AI and PAF), labeled neurons were distributed in 7 extrathalamic subcortical regions included in one or the other of 2 distinct systems of ascending projections to the neocortex. In the ‘diffuse’ system of projection, labeled neurons were observed bilaterally in the locus coeruleus, the nuclei of the raphe, the lateral hypothalamus, ipsilaterally in the ventromedial mesencephalic tegmentum and the basal forebrain; in the ‘accessory sensory’ system of projection, labeled neurons were found ipsilaterally in the nucleus of the brachium of the inferior colliculus and bilaterally in the …	https://www.sciencedirect.com/science/article/pii/0378595589901640	40
Early fetal expression of GABAB1 and GABAB2 receptor mRNAs on the development of the rat central nervous system	2003.0	['Myeong Ok Kim', 'Shupeng Li', 'Moon Seok Park', 'Jean-pierre Hornung']	Developmental brain research	GABAB receptors are G-protein-coupled receptors that mediate slow onset and prolonged effects of GABA in the central nervous system (CNS). While they appear to influence developmental events, depending on where they are found at a synapse, little, if anything, is known as to the expression of GABAB1 and GABAB2 receptor mRNAs during the early developmental stages. We used in situ hybridization and RNase protection assays (RPA) to investigate the early fetal expression of GABAB1 and GABAB2 receptor mRNAs on the development of the rat CNS. Our in situ studies defined a pattern of early and strong GABAB1 receptor mRNA expression in the spinal cord, medullar and cerebral cortex neuroepithelium of discrete brain regions on gestational day (GD) 11.5. On GD 12.5, GABAB1 receptor mRNAs were found in the hippocampal formation, cerebral cortex, intermediate and posterior neuroepithelium, and …	https://www.sciencedirect.com/science/article/pii/S0165380603000993	38
Medium‐sized neurofilament protein related to maturation of a subset of cortical neurons	1999.0	['Jean‐pierre Hornung', 'Beat M Riederer']	Journal of comparative neurology	Neurofilaments are typical structures of the neuronal cytoskeleton and participate in the formation and stabilization of the axonal and dendritic architecture. In this study, we have characterized a murine monoclonal antibody, FNP7, that is directed against the medium‐sized neurofilament subunit NF‐M. This antibody identifies a subset of neurons in the cerebral cortex of various species including human and in organotypic cultures of rat cortex. In the neocortex of all species examined, the antibody labels pyramidal cells in layers III, V, and VI, with a distinctive laminar distribution between architectonic boundaries. In comparison with other antibodies directed against NF‐M, the FNP7 antibody identifies on blots two forms of NF‐M that appear relatively late during development, at the time when dynamic growth of processes changes to the stabilization of the formed processes. Dephosphorylation with alkaline …	https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1096-9861(19991122)414:3%3C348::AID-CNE5%3E3.0.CO;2-H	38
NG2 glia are required for vessel network formation during embryonic development	2015.0	['Shilpi Minocha', 'Delphine Valloton', 'Isabelle Brunet', 'Anne Eichmann', 'Jean-pierre Hornung', 'Cecile Lebrand']	Elife	The NG2+ glia, also known as polydendrocytes or oligodendrocyte precursor cells, represent a new entity among glial cell populations in the central nervous system. However, the complete repertoire of their roles is not yet identified. The embryonic NG2+ glia originate from the Nkx2.1+ progenitors of the ventral telencephalon. Our analysis unravels that, beginning from E12.5 until E16.5, the NG2+ glia populate the entire dorsal telencephalon. Interestingly, their appearance temporally coincides with the establishment of blood vessel network in the embryonic brain. NG2+ glia are closely apposed to developing cerebral vessels by being either positioned at the sprouting tip cells or tethered along the vessel walls. Absence of NG2+ glia drastically affects the vascular development leading to severe reduction of ramifications and connections by E18.5. By revealing a novel and fundamental role for NG2+ glia, our study brings new perspectives to mechanisms underlying proper vessels network formation in embryonic brains.DOI: http://dx.doi.org/10.7554/eLife.09102.001	https://elifesciences.org/articles/9102	36
Loss of ATF2 function leads to cranial motoneuron degeneration during embryonic mouse development	2011.0	['Julien Ackermann', 'Garry Ashton', 'Steve Lyons', 'Dominic James', 'Jean-pierre Hornung', 'Nic Jones', 'Wolfgang Breitwieser']	Plos one	The AP-1 family transcription factor ATF2 is essential for development and tissue maintenance in mammals. In particular, ATF2 is highly expressed and activated in the brain and previous studies using mouse knockouts have confirmed its requirement in the cerebellum as well as in vestibular sense organs. Here we present the analysis of the requirement for ATF2 in CNS development in mouse embryos, specifically in the brainstem. We discovered that neuron-specific inactivation of ATF2 leads to significant loss of motoneurons of the hypoglossal, abducens and facial nuclei. While the generation of ATF2 mutant motoneurons appears normal during early development, they undergo caspase-dependent and independent cell death during later embryonic and foetal stages. The loss of these motoneurons correlates with increased levels of stress activated MAP kinases, JNK and p38, as well as aberrant accumulation of phosphorylated neurofilament proteins, NF-H and NF-M, known substrates for these kinases. This, together with other neuropathological phenotypes, including aberrant vacuolisation and lipid accumulation, indicates that deficiency in ATF2 leads to neurodegeneration of subsets of somatic and visceral motoneurons of the brainstem. It also confirms that ATF2 has a critical role in limiting the activities of stress kinases JNK and p38 which are potent inducers of cell death in the CNS.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0019090	36
Transitory uptake of serotonin in the developing sensory pathways of the common marmoset	2006.0	['C Lebrand', 'P Gaspar', 'D Nicolas', 'Jp Hornung']	Journal of comparative neurology	Serotonin (5‐HT) affects brain development during sensitive developmental periods. In rodents, transient sites of high affinity capture of 5‐HT were demonstrated in the primary sensory neurons and in the sensory thalamocortical afferents. This uptake is required to adjust 5‐HT receptor stimulation during the formation of sensory maps. To determine whether similar mechanisms exist in primates, we analyzed staged embryos and postnatal pups in the common marmoset (total gestation time, 142 days). Immunocytochemical analyses were performed using antisera to 5‐HT, to the serotonin transporter (SERT), and to the vesicular monoamine transporter (VMAT2). 5‐HT, SERT, and VMAT2 labeled the raphe neurons and their terminal network from embryonic day (E)70 to adulthood. In addition, from E70–130 VMAT2 and SERT were observed in all the sensory cranial nerves, the olfactory nerve, the gustatory, the …	https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.21137	36
Identification of Cajal-Retzius cells in immature rodent cerebral cortex: a combined Golgi-EM study	1981.0	['Norbert König', 'Jean-pierre Hornung', 'Hendrik Van Der Loos']	Neuroscience letters	In an attempt at establishing the ultrastructural characteristics of Cajal-Retzius cells defined classically by Golgi methods, neonatal mouse dorso-occipital cortex was prepared for a combined Golgi-EM investigation including 3-D computer reconstructions. All analyzed Cajal-Retzius cells had a well developed rough endoplasmic reticulum whose cisterns, stacked in parallel arrays, had a relatively dark content. Furthermore, they had axons and specialized contacts with other cells.	https://www.sciencedirect.com/science/article/pii/0304394081904341	33
Changes in the nuclei of dying neurons as studied with thymidine autoradiography	1989.0	['Pgh Clarke', 'Jp Hornung']	Journal of comparative neurology	Thymidine autoradiography has been used at light and electron microscopic levels to elucidate intracellular events during the death in chick embryos of isthmo‐optic neurons deprived of trophic maintenance from their axonal target organ, the retina. When the intense cytoplasmic vacuolization described in the accompanying paper (Hornung, Koppel, and Clarke, J. Comp. Neurol. 283: 425–437, '89) was beginning, the nuclei also underwent profound changes. They became more electron dense and shrank; their membranes became more sharply defined and convoluted; they sometimes contained pyknotic balls, but apparently only in the early stages of cell death; all lost more than half of their content of DNA, some of which was transferred to the largest kind of cytoplasmic vacuole. This transfer may have involved the budding off of nuclear regions containing pyknotic balls. The cells continued to survive for a day or …	https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.902830311	31
Nkx2. 1 regulates the generation of telencephalic astrocytes during embryonic development	2017.0	['Shilpi Minocha', 'Delphine Valloton', 'Yvan Arsenijevic', 'Jean-rené Cardinaux', 'Raffaella Guidi', 'Jean-pierre Hornung', 'Cécile Lebrand']	Scientific reports	The homeodomain transcription factor Nkx2.1 (NK2 homeobox 1) controls cell differentiation of telencephalic GABAergic interneurons and oligodendrocytes. Here we show that Nkx2.1 also regulates astrogliogenesis of the telencephalon from embryonic day (E) 14.5 to E16.5. Moreover we identify the different mechanisms by which Nkx2.1 controls the telencephalic astrogliogenesis. In Nkx2.1 knockout (Nkx2.1−/−) mice a drastic loss of astrocytes is observed that is not related to cell death. Further, in vivo analysis using BrdU incorporation reveals that Nkx2.1 affects the proliferation of the ventral neural stem cells that generate early astrocytes. Also, in vitro neurosphere assays showed reduced generation of astroglia upon loss of Nkx2.1, which could be due to decreased precursor proliferation and possibly defects in glial specification/differentiation. Chromatin immunoprecipitation analysis and in vitro co-transfection …	https://www.nature.com/articles/srep43093	28
The use of ibotenic acid lesions for light and electron microscopic study of anterograde degeneration in the visual pathway of the cat	1980.0	['Lj Garey', 'Jp Hornung']	Neuroscience letters	Ibotenic acid was injected in the lateral geniculate nucleus of cats to investigate the suitability of the technique in studies involving anterograde degeneration in the thalamo-cortical pathway when it is important not to damage fibres of passage at the lesion site. Small injections cause localized degeneration of neuronal somata in the lateral geniculate nucleus, but axons passing through the injected zone remain intact. Degeneration can be localized in visual cortex by light microscopic silver techniques and by electron microscopy. The appearance, density and distribution of degenerating cortical axon terminals is similar to what is found after thalamic electrolytic lesions.	https://www.sciencedirect.com/science/article/pii/0304394080901810	28
Correlation between regional changes in the distributions of GABA-containing neurons and unit response properties in the medial geniculate body of the cat	1990.0	['Em Rouiller', 'M Capt', 'Jp Hornung', 'P Streit']	Hearing research	A consistent change in the distribution of single units as a function of several of their properties of response to clicks, noise and tone bursts was observed along the rostro-caudal axis in the ventral division of the medial geniculate body (vMGB). From posterior to anterior, the proportion of inhibitory response patterns and non-monotonic intensity functions progressively decreased; response latencies were progressively shorter and less dispersed from caudal to rostral. This functional heterogeneity is consistent with the segregation of the thalamocortical interconnections: the anterior part of vMGB projects to the anterior and primary auditory cortical fields, whereas the posterior part of vMGB projects mainly to the posterior auditory cortical field. Changes in the distribution of response properties from posterior to anterior in vMGB were found to be correlated with a progressive decrease of the density of GABA …	https://www.sciencedirect.com/science/article/pii/037859559090107Z	26
Two specific populations of GABAergic neurons originating from the medial and the caudal ganglionic eminences aid in proper navigation of callosal axons	2013.0	['Mathieu Niquille', 'Shilpi Minocha', 'Jean‐pierre Hornung', 'Nathalie Rufer', 'Delphine Valloton', 'Nicoletta Kessaris', 'Fabienne Alfonsi', 'Tania Vitalis', 'Yuchio Yanagawa', 'Christiane Devenoges', 'Alexandre Dayer', 'Cecile Lebrand']	Developmental neurobiology	The corpus callosum (CC) plays a crucial role in interhemispheric communication. It has been shown that CC formation relies on the guidepost cells located in the midline region that include glutamatergic and GABAergic neurons as well as glial cells. However, the origin of these guidepost GABAergic neurons and their precise function in callosal axon pathfinding remain to be investigated. Here, we show that two distinct GABAergic neuronal subpopulations converge toward the midline prior to the arrival of callosal axons. Using in vivo and ex vivo fate mapping we show that CC GABAergic neurons originate in the caudal and medial ganglionic eminences (CGE and MGE) but not in the lateral ganglionic eminence (LGE). Time lapse imaging on organotypic slices and in vivo analyses further revealed that CC GABAergic neurons contribute to the normal navigation of callosal axons. The use of Nkx2.1 knockout (KO …	https://onlinelibrary.wiley.com/doi/abs/10.1002/dneu.22075	25
Nkx2.1-derived astrocytes and neurons together with Slit2 are indispensable for anterior commissure formation	2015.0	['Shilpi Minocha', 'Delphine Valloton', 'Athena R Ypsilanti', 'Hubert Fiumelli', 'Elizabeth A Allen', 'Yuchio Yanagawa', 'Oscar Marin', 'Alain Chédotal', 'Jean-pierre Hornung', 'Cécile Lebrand']	Nature communications	Guidepost cells present at and surrounding the midline provide guidance cues that orient the growing axons through commissures. Here we show that the transcription factor Nkx2.1 known to control the specification of GABAergic interneurons also regulates the differentiation of astroglia and polydendrocytes within the mouse anterior commissure (AC). Nkx2.1-positive glia were found to originate from three germinal regions of the ventral telencephalon. Nkx2.1-derived glia were observed in and around the AC region by E14.5. Thereafter, a selective cell ablation strategy showed a synergistic role of Nkx2.1-derived cells, both GABAergic interneurons and astroglia, towards the proper formation of the AC. Finally, our results reveal that the Nkx2.1-regulated cells mediate AC axon guidance through the expression of the repellent cue, Slit2. These results bring forth interesting insights about the spatial and temporal origin …	https://www.nature.com/articles/ncomms7887	24
Clinicoanatomical correlates of a Fou rire prodromique in a pontine infarction	2000.0	['Frédéric Assal', 'Nathalie Valenza', 'Theodor Landis', 'Jean-pierre Hornung']	Journal of neurology, neurosurgery & psychiatry	Pathological laughter heralding a neurological deficit was first described by Ferré in 1903 as Fou rire prodromique. 1 2 We present a patient with prodromal pathological laughter and a right pontine infarction in the territory of the paramedian branch of the basilar artery. These are the first clinicoanatomical correlates integrating MRI lesion mapping with immunohistochemical studies for a serotoninergic specific enzyme of human brain stems.Axial views at the level of the sixth nerve and the middle cerebellar peduncle in the pons.(A) MRI showing the infarct in the right ventral pons. Box area depicted in (B).(B) Micrograph of a human brainstem transverse section at the level corresponding to the MRI, immunostained for a serotonin specific enzyme. The limit of the infarct is overlayed, with respect to the reference structures:(★)= medial lemniscus; CT= corticospinal and corticobulbar tracts; MCP= medial cerebellar …	https://jnnp.bmj.com/content/69/5/697.short	23
Distribution of postsynaptic GABAA receptor aggregates in the deep cerebellar nuclei of normal and mutant mice	2002.0	['Nathalie Garin', 'Jean‐pierre Hornung', 'Gérard Escher']	Journal of comparative neurology	In the central nervous system, the aggregation of receptors is crucial for synapse formation and function. To study the role of presynaptic terminals in the maintenance of postsynaptic specializations, we analyzed the synaptic contacts between Purkinje cells and neurons of the deep cerebellar nuclei in two in vivo models: the Lurcher and Purkinje cell‐deficient (PCD) mutant mice. These mutants lose their Purkinje cells at different postnatal stages. By using confocal scanner microscopy and immunohistochemistry, we studied the distribution of the α subunit of the γ‐aminobutyric acid (GABA)A receptor (GABAARα1) and gephyrin, one of its anchoring proteins, in relation to the distribution of presynaptic markers, glutamic acid decarboxylase (GAD), or synaptophysin. In Lurcher the distribution of GABAA receptor aggregates on the membrane of postsynaptic neurons was not affected by the important loss of GAD …	https://onlinelibrary.wiley.com/doi/abs/10.1002/cne.10226	21
Ultrastructure of visual callosal neurons in cat identified by retrograde axonal transport of horseradish peroxidase	1981.0	['Jp Hornung', 'Lj Garey']	Journal of neurocytology	The ultrastructure of neurons at the border of areas 17 and 18 of the visual cortex of the cat was studied by the combined use of the retrograde transport of horseradish peroxidase (HRP) and electron microscopy. Callosal neurons were retrogradely labelled by injecting HRP at the 17/18 border region of the contralateral hemisphere. They were found mainly in layer III but also in IV and VI. They were most commonly pyramidal cells and less often large, spiny stellate cells. Pyramidal callosal neurons received only symmetrical synapses on their soma and mainly symmetrical (but a few asymmetrical) synapses on their dendritic shafts. Their abundant spines received asymmetrical synapses. The stellate cells were contacted by moderate numbers of symmetrical and asymmetrical axodendritic and axosomatic synapses and also had asymmetrical axospinous contacts. We propose that the callosal stellate …	https://link.springer.com/article/10.1007/BF01257973	19
Synaptic adhesion molecules regulate the integration of new granule neurons in the postnatal mouse hippocampus and their impact on spatial memory	2017.0	['Marine Krzisch', 'Christine Fülling', 'Laura Jabinet', 'Jan Armida', 'Elias Gebara', 'Frédéric Cassé', 'Samia Habbas', 'Andrea Volterra', 'Jean-pierre Hornung', 'Nicolas Toni']	Cerebral cortex	Postnatal hippocampal neurogenesis induces network remodeling and may participate to mechanisms of learning. In turn, the maturation and survival of newborn neurons is regulated by their activity. Here, we tested the effect of a cell-autonomous overexpression of synaptic adhesion molecules on the maturation and survival of neurons born postnatally and on hippocampal-dependent memory performances. Families of adhesion molecules are known to induce pre- and post-synaptic assembly. Using viral targeting, we overexpressed three different synaptic adhesion molecules, SynCAM1, Neuroligin-1B and Neuroligin-2A in newborn neurons in the dentate gyrus of 7- to 9-week-old mice. We found that SynCAM1 increased the morphological maturation of dendritic spines and mossy fiber terminals while Neuroligin-1B increased spine density. In contrast, Neuroligin-2A increased both spine density and size as …	https://academic.oup.com/cercor/article-abstract/27/8/4048/3056404	18
Chemical organization of the human cerebral cortex	1995.0	['Jean-pierre Hornung', 'N De Tribolet']	Neurotransmitters in the human brain	The neuronal organization of the cerebral cortex of human and other mammalian species, revealed by various histological techniques, has been largely documented (for review see Peters and Jones, 1984; White, 1991). Two broad morphological categories of neurons are found in the cerebral cortex: the pyramidal neurons, carrying the efferent projections, and the non-pyramidal neurons, with a restricted local axonal arborization. Pyramidal and non-pyramidal neurons are further subdivided into distinct cell types characterized by their dendritic and axonal arborizations and their laminar distribution. Afferents to the cerebral cortex can be divided into two groups: thalamic afferents, and extrathalamic afferents. The former arborize mainly in layer IV, over restricted areas of cortex in which they strongly influence the modality of response of the cortical neurons. In contrast, extra-thalamic afferents terminate over …	https://link.springer.com/chapter/10.1007/978-1-4615-1853-2_4	15
Can intestinal innervation be preserved in pancreatoduodenectomy for cancer? Results of an anatomical study	2003.0	['Mario Nano', 'H Dal Corso', 'Marco Ferronato', 'Mario Solej', 'Jp Hornung']	Surgical and radiologic anatomy	Twenty dissections were carried out, in all of which the splanchnic nerves, celiac plexuses, capital pancreatic plexus and superior mesenteric plexus were identified and traced. The capital pancreatic plexus was formed from two bundles, the first taking its origin from the right celiac plexus, the second from the superior mesenteric plexus. These two bundles joined together just behind the head of the pancreas. Two preganglionic bundles, a ganglion and two postganglionic bundles composed the superior mesenteric plexus. Postganglionic bundles received fibers from both right and left celiac plexuses. In small cancers a thin layer of nervous tissue around the superior mesenteric artery might be spared in order to avoid diarrhea from intestinal denervation. This study has provided anatomical evidence that a part of the mesenteric plexus, which receives fibers from both left and right celiac plexuses, maintains a …	https://link.springer.com/article/10.1007/s00276-002-0086-6	14
Developmental and spatial expression pattern of syntaxin 13 in the mouse central nervous system	2002.0	['Floyd J-c Sarria', 'Stefan Catsicas', 'Jean-pierre Hornung', 'Harald Hirling']	Cell and tissue research	 Vesicular transport involves SNARE (soluble-N-ethylmaleimide-sensitive-factor-attachment-protein-receptor) proteins on transport vesicles and on target membranes. Syntaxin 13 is a SNARE enriched in brain, associated with recycling endosomes; its overexpression in PC12 cells promotes neurite outgrowth. This suggests an important role for receptor recycling during neuronal differentiation. Here we describe the spatiotemporal pattern of syntaxin 13 expression during mouse brain development. During early embryogenesis (E12–E15), it was found in the forebrain ventricular zone and in primary motor and sensory neurons in the brainstem, spinal cord and sensory ganglia. In the forebrain at E15, syntaxin 13 was not detected in neuroblasts in the intermediate zone of the embryonic hemispheric wall, while there was labeling in cortical neurons in deeper layers starting at E15–18, and progressively in later …	https://link.springer.com/article/10.1007/s00441-002-0600-5	11
How students perceive e-learning situations? The case of the SVC WBT embryology course	2003.0	['Hervé Platteaux', 'C Dubuis-grieder', 'S Kasas', 'Jp Hornung', 'F Schöni-affolter', 'B Brüsch', 'M Adé-damilano']	Jutz c. et al	● A questionnaire at the end of the course…◆ installation difficulty◆ most appreciated/disliked element (web tool, chapter)◆ communication appreciation with teacher/other students (quantity and moments/used means: F2F or web-based)◆ definition of course objectives (clarity/used means)◆ course objectives mastering◆ used printed copies or on-line documents◆ learning efficiency of resources (theory modules, quiz, case study, communication tools)◆ weekly working time (quantity chapter/feeling)◆ in favour of another virtual course?●… to know about◆ utility and usability of web and F2F course resources◆ facility/difficulty of working conditions: objectives, schedule, tasks to be done, quantity of work, etc.	https://nte-unifr.github.io/ancien-site-nte/IMG/pdf/ICNEE2003_HP_present.pdf	10
Toward safer thanatopraxy cares: formaldehyde‐releasers use	2019.0	['Vincent Varlet', 'Alain Bouvet', 'Hugues Cadas', 'Jean‐pierre Hornung', 'Silke Grabherr']		Human cadavers constitute very useful educational tools to teach anatomy in medical scholarship and related disciplines such as physiology, for example. However, as biological material, human body is subjected to decay. Thanatopraxy cares such as embalming have been developed to slow down and inhibit this decay, but the formula used for the preservation fluids are mainly formaldehyde (FA)‐based. Very recently, other formulas were developed in order to replace FA, and to avoid its toxicity leading to important environmental and professional exposure concerns. However, these alternative FA‐free fluids are still not validated or commercialized, and their efficiency is still under discussion. In this context, the use of FA‐releasing substances, already used in the cosmetics industry, may offer interesting alternatives in order to reduce professional exposures to FA. Simultaneously, the preservation of the body is …	https://onlinelibrary.wiley.com/doi/abs/10.1111/joa.13047	9
An organotypic slice culture to study the formation of calyx of Held synapses in-vitro	2017.0	['Elin Kronander', 'Nicolas Michalski', 'Cecile Lebrand', 'Jean-pierre Hornung', 'Ralf Schneggenburger']	Plos one	The calyx of Held, a large axo-somatic relay synapse containing hundreds of presynaptic active zones, is possibly the largest nerve terminal in the mammalian CNS. Studying its initial growth in-vitro might provide insights into the specification of synaptic connection size in the developing brain. However, attempts to maintain calyces of Held in organotypic cultures have not been fruitful in past studies. Here, we describe an organotypic slice culture method in which calyces of Held form in-vitro. We made coronal brainstem slices with an optimized slice angle using newborn mice in which calyces have not yet formed; the presynaptic bushy cells were genetically labeled using the Math5 promoter. After six to nine days of culturing, we readily observed large Math5—positive nerve terminals in the medial nucleus of the trapezoid body (MNTB), but not in the neighboring lateral superior olive nucleus (LSO). These calyx—like synapses expressed the Ca2+- sensor Synaptotagmin-2 (Syt-2) and the Ca2+ binding protein Parvalbumin (PV), two markers of developing calyces of Held in vivo. Application of the BMP inhibitor LDN-193189 significantly inhibited the growth of calyx synapses, demonstrating the feasibility of long-term pharmacological manipulation using this organotypic culture method. These experiments provide a method for organotypic culturing of calyces of Held, and show that the formation of calyx—like synapses onto MNTB neurons can be preserved in-vitro. Furthermore, our study adds pharmacological evidence for a role of BMP-signaling in the formation of large calyx of Held synapses.	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0175964	8
Three-dimensional reconstruction procedure using GKS primitives and software transformations for anatomical studies of the nervous system	1988.0	['J-p Hornung', 'R Kraftsik']		The analysis of morphology or distribution of neurons in the brain requires sectioning of the brain which allows the cells to be viewed with a microscope, and which, moreover, is usually a requirement for the execution of the histological techniques needed to make the nerve cells visible. The section is thin relative to the size of the neuron (electron microscopy) or relative to regions of the brain (light microscopy) of interest in a particular study: Therefore, the spatial information is virtually reduced to a plane.	https://link.springer.com/chapter/10.1007/978-3-642-83492-9_50	8
